CUSTOMERNAME,PRICEEACH,SALES,ORDERDATE,STATUS,PRODUCTLINE,QUANTITYORDERED,CITY,COUNTRY
Mini Gifts Distributors Ltd.,73.6,2649.6,11-12-03 0:00,Shipped,Classic Cars,36,San Rafael,USA
Online Diecast Creations Co.,83.6,3845.6,11/20/2003 0:00,Shipped,Classic Cars,46,Nashua,USA
Muscle Machine Inc,96.32,4527.04,12-02-03 0:00,Shipped,Classic Cars,47,NYC,USA
Euro Shopping Channel,88.14,3966.3,1/16/2004 0:00,Shipped,Classic Cars,45,Madrid,Spain
"Saveley & Henriot, Co.",88.14,4142.58,03-02-04 0:00,Shipped,Classic Cars,47,Lyon,France
Mini Caravy,94.5,4441.5,4/13/2004 0:00,Shipped,Classic Cars,47,Strasbourg,France
Muscle Machine Inc,87.24,3315.12,07-07-04 0:00,Shipped,Classic Cars,38,NYC,USA
Euro Shopping Channel,79.97,3918.53,08-09-04 0:00,Shipped,Classic Cars,49,Madrid,Spain
Handji Gifts& Co,80.87,2830.45,09-01-04 0:00,Shipped,Classic Cars,35,Singapore,Singapore
"UK Collectables, Ltd.",100,5298.86,10-06-03 0:00,Shipped,Classic Cars,49,Liverpool,UK
Euro Shopping Channel,93.6,2620.8,10/16/2004 0:00,Shipped,Classic Cars,28,Madrid,Spain
FunGiftIdeas.com,72.7,2181,11-04-04 0:00,Shipped,Classic Cars,30,New Bedford,USA
"AV Stores, Co.",86.72,3382.08,11/17/2004 0:00,Shipped,Classic Cars,39,Manchester,UK
Signal Gift Stores,100,2876.75,11/29/2004 0:00,Shipped,Classic Cars,25,Las Vegas,USA
Mini Gifts Distributors Ltd.,100,4107.2,1/19/2005 0:00,Shipped,Classic Cars,40,San Rafael,USA
Euro Shopping Channel,37.5,1350,2/16/2005 0:00,Shipped,Classic Cars,36,Madrid,Spain
The Sharp Gifts Warehouse,94.5,7182,4/22/2005 0:00,On Hold,Classic Cars,76,San Jose,USA
Souveniers And Things Co.,100,3933.93,5/29/2005 0:00,In Process,Classic Cars,39,Chatswood,Australia
Euro Shopping Channel,39.6,1742.4,1/31/2003 0:00,Shipped,Classic Cars,44,Madrid,Spain
"La Corne D'abondance, Co.",30.06,721.44,04-01-03 0:00,Shipped,Classic Cars,24,Paris,France
Muscle Machine Inc,38.19,1489.41,06-03-03 0:00,Shipped,Classic Cars,39,NYC,USA
Suominen Souveniers,42.43,891.03,08-01-03 0:00,Shipped,Classic Cars,21,Espoo,Finland
"Oulu Toy Supplies, Inc.",40.31,1209.3,9/21/2003 0:00,Shipped,Classic Cars,30,Oulu,Finland
"Dragon Souveniers, Ltd.",31.82,859.14,10/22/2003 0:00,Shipped,Classic Cars,27,Singapore,Singapore
"Stylish Desk Decors, Co.",31.12,1151.44,11-06-03 0:00,Shipped,Classic Cars,37,London,UK
"Iberia Gift Imports, Corp.",31.82,1336.44,11/14/2003 0:00,Shipped,Classic Cars,42,Sevilla,Spain
Mini Classics,28.29,905.28,11/25/2003 0:00,Shipped,Classic Cars,32,White Plains,USA
Diecast Collectables,29.7,1247.4,12-09-03 0:00,Shipped,Classic Cars,42,Boston,USA
Signal Collectibles Ltd.,40.31,846.51,02-10-04 0:00,Shipped,Classic Cars,21,Brisbane,USA
Mini Gifts Distributors Ltd.,32.88,1085.04,03-11-04 0:00,Shipped,Classic Cars,33,San Rafael,USA
Euro Shopping Channel,36.07,1767.43,05-05-04 0:00,Shipped,Classic Cars,49,Madrid,Spain
Handji Gifts& Co,33.24,1030.44,6/15/2004 0:00,Shipped,Classic Cars,31,Singapore,Singapore
Mini Gifts Distributors Ltd.,41.72,1585.36,7/20/2004 0:00,Shipped,Classic Cars,38,San Rafael,USA
Diecast Classics Inc.,40.66,813.2,8/19/2004 0:00,Shipped,Classic Cars,20,Allentown,USA
Land of Toys Inc.,30.06,1172.34,09-08-04 0:00,Shipped,Classic Cars,39,NYC,USA
Marta's Replicas Co.,31.47,1510.56,10/13/2004 0:00,Shipped,Classic Cars,48,Cambridge,USA
Heintze Collectables,37.13,1448.07,10/22/2004 0:00,Shipped,Classic Cars,39,Aaarhus,Denmark
Vitachrome Inc.,100,3338.1,11-05-04 0:00,Shipped,Classic Cars,30,NYC,USA
Mini Gifts Distributors Ltd.,37.13,1225.29,11/19/2004 0:00,Shipped,Classic Cars,33,San Rafael,USA
Muscle Machine Inc,37.13,1336.68,12-01-04 0:00,Shipped,Classic Cars,36,NYC,USA
Euro Shopping Channel,82.94,2985.84,12-10-04 0:00,Shipped,Classic Cars,36,Madrid,Spain
Mini Gifts Distributors Ltd.,100,5545.8,1/23/2005 0:00,Shipped,Classic Cars,45,San Rafael,USA
Euro Shopping Channel,100,6089.6,2/22/2005 0:00,Shipped,Classic Cars,40,Madrid,Spain
Euro Shopping Channel,38.9,1789.4,3/15/2005 0:00,Shipped,Classic Cars,46,Madrid,Spain
Euro Shopping Channel,36.07,1082.1,05-03-05 0:00,Shipped,Classic Cars,30,Madrid,Spain
La Rochelle Gifts,33.24,1030.44,5/31/2005 0:00,In Process,Classic Cars,31,Nantes,France
Rovelli Gifts,74.68,3659.32,2/17/2003 0:00,Shipped,Planes,49,Bergamo,Italy
Salzburg Collectables,59.6,2443.6,4/28/2003 0:00,Shipped,Planes,41,Salzburg,Austria
Gift Ideas Corp.,67.14,2349.9,6/16/2003 0:00,Shipped,Planes,35,Glendale,USA
Mini Creations Ltd.,60.97,1646.19,08-10-03 0:00,Shipped,Planes,27,New Bedford,USA
"Toys of Finland, Co.",72.62,1670.26,10-06-03 0:00,Shipped,Planes,23,Helsinki,Finland
Scandinavian Gift Ideas,69.88,1467.48,10/23/2003 0:00,Cancelled,Planes,21,Boras,Sweden
Alpha Cognac,80.84,2748.56,11-08-03 0:00,Shipped,Planes,34,Toulouse,France
"Double Decker Gift Stores, Ltd",69.2,1522.4,11/14/2003 0:00,Shipped,Planes,22,London,UK
Cruz & Sons Co.,67.82,3255.36,11/27/2003 0:00,Shipped,Planes,48,Makati City,Philippines
"Men 'R' US Retailers, Ltd.",82.21,3535.03,01-09-04 0:00,Shipped,Planes,43,Los Angeles,USA
Collectable Mini Designs Co.,81.53,2608.96,2/19/2004 0:00,Shipped,Planes,32,San Diego,USA
Cambridge Collectables Co.,67.82,1356.4,05-08-04 0:00,Shipped,Planes,20,Cambridge,USA
Euro Shopping Channel,67.14,1611.36,6/24/2004 0:00,Cancelled,Planes,24,Madrid,Spain
Collectables For Less Inc.,65.08,2603.2,7/21/2004 0:00,Shipped,Planes,40,Brickhaven,USA
"Norway Gifts By Mail, Co.",73.99,2219.7,8/21/2004 0:00,Shipped,Planes,30,Oslo,Norway
"Bavarian Collectables Imports, Co.",71.25,1496.25,9/15/2004 0:00,Shipped,Planes,21,Munich,Germany
"Classic Gift Ideas, Inc",75.36,1884,10/14/2004 0:00,Shipped,Planes,25,Philadelphia,USA
giftsbymail.co.uk,63.71,2166.14,11-01-04 0:00,Shipped,Planes,34,Cowes,UK
Rovelli Gifts,58.92,2828.16,11-12-04 0:00,Shipped,Planes,48,Bergamo,Italy
"Tokyo Collectables, Ltd",100,6214.45,11/23/2004 0:00,Shipped,Planes,55,Minato-ku,Japan
"Stylish Desk Decors, Co.",74.68,1867,12-03-04 0:00,Shipped,Planes,25,London,UK
"Oulu Toy Supplies, Inc.",70.44,2676.72,1/31/2005 0:00,Shipped,Planes,38,Oulu,Finland
Euro Shopping Channel,55.96,2182.44,03-01-05 0:00,Resolved,Planes,39,Madrid,Spain
Reims Collectables,57.55,1611.4,3/30/2005 0:00,Shipped,Planes,28,Reims,France
The Sharp Gifts Warehouse,61.66,1479.84,04-01-05 0:00,Shipped,Planes,24,San Jose,USA
"Australian Collectables, Ltd",67.82,1424.22,05-09-05 0:00,Disputed,Planes,21,Glen Waverly,Australia
"AV Stores, Co.",100,5942.28,3/18/2003 0:00,Shipped,Classic Cars,46,Manchester,UK
Signal Gift Stores,93.95,2348.75,5/21/2003 0:00,Shipped,Classic Cars,25,Las Vegas,USA
"Anna's Decorations, Ltd",100,4392.12,09-11-03 0:00,Shipped,Classic Cars,34,North Sydney,Australia
Heintze Collectables,100,2759.75,10/17/2003 0:00,Shipped,Classic Cars,25,Aaarhus,Denmark
Rovelli Gifts,100,2728.03,11-05-03 0:00,Shipped,Classic Cars,23,Bergamo,Italy
Mini Gifts Distributors Ltd.,100,2395.8,11-12-03 0:00,Shipped,Classic Cars,20,San Rafael,USA
Online Diecast Creations Co.,100,3052.33,11/20/2003 0:00,Shipped,Classic Cars,23,Nashua,USA
Muscle Machine Inc,100,4242,12-02-03 0:00,Shipped,Classic Cars,42,NYC,USA
"Double Decker Gift Stores, Ltd",100,2790.45,1/22/2004 0:00,Shipped,Classic Cars,27,London,UK
"Saveley & Henriot, Co.",100,4340.49,03-02-04 0:00,Shipped,Classic Cars,33,Lyon,France
Mini Caravy,98.65,2762.2,4/13/2004 0:00,Shipped,Classic Cars,28,Strasbourg,France
Muscle Machine Inc,100,4645.72,07-07-04 0:00,Shipped,Classic Cars,43,NYC,USA
Euro Shopping Channel,100,5580.96,08-09-04 0:00,Shipped,Classic Cars,48,Madrid,Spain
Handji Gifts& Co,100,6539.04,09-01-04 0:00,Shipped,Classic Cars,48,Singapore,Singapore
"UK Collectables, Ltd.",100,5548.95,10-06-03 0:00,Shipped,Classic Cars,45,Liverpool,UK
Euro Shopping Channel,100,4595.41,10/16/2004 0:00,Shipped,Classic Cars,43,Madrid,Spain
"AV Stores, Co.",42.26,1859.44,11/17/2004 0:00,Shipped,Classic Cars,44,Manchester,UK
Signal Gift Stores,87.24,2093.76,11/29/2004 0:00,Shipped,Classic Cars,24,Las Vegas,USA
Mini Gifts Distributors Ltd.,100,4223.13,1/19/2005 0:00,Shipped,Classic Cars,31,San Rafael,USA
Euro Shopping Channel,36.29,1596.76,2/16/2005 0:00,Shipped,Classic Cars,44,Madrid,Spain
The Sharp Gifts Warehouse,98.65,5820.35,4/22/2005 0:00,On Hold,Classic Cars,59,San Jose,USA
Souveniers And Things Co.,96.3,5296.5,5/29/2005 0:00,In Process,Classic Cars,55,Chatswood,Australia
Motor Mint Distributors Inc.,32.1,930.9,03-10-03 0:00,Shipped,Classic Cars,29,Philadelphia,USA
Marseille Mini Autos,30.96,1207.44,05-08-03 0:00,Shipped,Classic Cars,39,Marseille,France
Mini Gifts Distributors Ltd.,35.87,717.4,07-02-03 0:00,Shipped,Classic Cars,20,San Rafael,USA
Collectables For Less Inc.,42.67,1066.75,09-05-03 0:00,Shipped,Classic Cars,25,Brickhaven,USA
"Men 'R' US Retailers, Ltd.",37,1554,10-11-03 0:00,Shipped,Classic Cars,42,Los Angeles,USA
Quebec Home Shopping Network,35.49,1277.64,11-05-03 0:00,Shipped,Classic Cars,36,Montreal,Canada
Herkku Gifts,42.67,1578.79,11-12-03 0:00,Shipped,Classic Cars,37,Bergen,Norway
Online Diecast Creations Co.,30.59,917.7,11/20/2003 0:00,Shipped,Classic Cars,30,Nashua,USA
Euro Shopping Channel,37,777,12-02-03 0:00,Shipped,Classic Cars,21,Madrid,Spain
Euro Shopping Channel,43.42,1476.28,1/16/2004 0:00,Shipped,Classic Cars,34,Madrid,Spain
"Vida Sport, Ltd",36.63,1538.46,2/22/2004 0:00,Shipped,Classic Cars,42,Gensve,Switzerland
"Oulu Toy Supplies, Inc.",44.56,891.2,04-12-04 0:00,Shipped,Classic Cars,20,Oulu,Finland
"UK Collectables, Ltd.",42.67,1706.8,06-01-04 0:00,Cancelled,Classic Cars,40,Liverpool,UK
L'ordine Souveniers,40.4,1373.6,07-06-04 0:00,Shipped,Classic Cars,34,Reggio Emilia,Italy
Signal Gift Stores,38.89,1205.59,08-06-04 0:00,Shipped,Classic Cars,31,Las Vegas,USA
"Vida Sport, Ltd",39.65,1427.4,8/30/2004 0:00,Shipped,Classic Cars,36,Gensve,Switzerland
"Norway Gifts By Mail, Co.",34.36,1649.28,10-05-03 0:00,Shipped,Classic Cars,48,Oslo,Norway
"Toms Spezialitten, Ltd",41.91,1383.03,10/16/2004 0:00,Shipped,Classic Cars,33,Koln,Germany
FunGiftIdeas.com,33.23,1229.51,11-04-04 0:00,Shipped,Classic Cars,37,New Bedford,USA
Motor Mint Distributors Inc.,42.24,1140.48,11/17/2004 0:00,Shipped,Classic Cars,27,Philadelphia,USA
"Australian Collectors, Co.",40.4,1575.6,11/24/2004 0:00,Shipped,Classic Cars,39,Melbourne,Australia
Euro Shopping Channel,38.52,1386.72,12-07-04 0:00,Shipped,Classic Cars,36,Madrid,Spain
Toys4GrownUps.com,100,5018.4,01-12-05 0:00,Resolved,Classic Cars,36,Pasadena,USA
Euro Shopping Channel,100,5856.85,02-10-05 0:00,Shipped,Classic Cars,41,Madrid,Spain
Mini Gifts Distributors Ltd.,100,4894.73,03-04-05 0:00,Shipped,Classic Cars,37,San Rafael,USA
Mini Caravy,44.56,2094.32,4/14/2005 0:00,Shipped,Classic Cars,47,Strasbourg,France
Salzburg Collectables,42.67,640.05,5/17/2005 0:00,Shipped,Classic Cars,15,Salzburg,Austria
Danish Wholesale Imports,72.58,3193.52,02-11-03 0:00,Shipped,Vintage Cars,44,Kobenhavn,Denmark
Salzburg Collectables,87.62,3066.7,4/28/2003 0:00,Shipped,Vintage Cars,35,Salzburg,Austria
"Stylish Desk Decors, Co.",94.71,3883.11,06-12-03 0:00,Shipped,Vintage Cars,41,London,UK
Mini Gifts Distributors Ltd.,98.25,4814.25,08-08-03 0:00,Shipped,Vintage Cars,49,San Rafael,USA
Boards & Toys Co.,91.17,2826.27,10-02-03 0:00,Shipped,Vintage Cars,31,Glendale,USA
Scandinavian Gift Ideas,79.66,1593.2,10/23/2003 0:00,Cancelled,Vintage Cars,20,Boras,Sweden
CAF Imports,72.58,3266.1,11-07-03 0:00,Shipped,Vintage Cars,45,Madrid,Spain
Mini Creations Ltd.,74.35,2453.55,11/14/2003 0:00,Shipped,Vintage Cars,33,New Bedford,USA
Enaco Distributors,83.2,3910.4,11/26/2003 0:00,Shipped,Vintage Cars,47,Barcelona,Spain
"Saveley & Henriot, Co.",89.4,1788,01-02-04 0:00,Shipped,Vintage Cars,20,Lyon,France
Collectable Mini Designs Co.,70.81,3328.07,2/19/2004 0:00,Shipped,Vintage Cars,47,San Diego,USA
Tekni Collectables Inc.,94.71,3788.4,3/29/2004 0:00,Shipped,Vintage Cars,40,Newark,USA
Land of Toys Inc.,100,3053.7,05-07-04 0:00,Cancelled,Vintage Cars,30,NYC,USA
Quebec Home Shopping Network,91.17,2005.74,6/17/2004 0:00,Shipped,Vintage Cars,22,Montreal,Canada
Petit Auto,100,2796.12,7/21/2004 0:00,Shipped,Vintage Cars,27,Bruxelles,Belgium
"Royal Canadian Collectables, Ltd.",92.94,3159.96,8/20/2004 0:00,Shipped,Vintage Cars,34,Tsawassen,Canada
Gifts4AllAges.com,84.97,3908.62,09-10-04 0:00,Shipped,Vintage Cars,46,Boston,USA
"AV Stores, Co.",84.08,2606.48,10/14/2004 0:00,Shipped,Vintage Cars,31,Manchester,UK
La Rochelle Gifts,86.74,2081.76,10/29/2004 0:00,Shipped,Vintage Cars,24,Nantes,France
"Volvo Model Replicas, Co",85.85,3519.85,11-09-04 0:00,Shipped,Vintage Cars,41,Lule,Sweden
"Tokyo Collectables, Ltd",100,10758,11/23/2004 0:00,Shipped,Vintage Cars,55,Minato-ku,Japan
Euro Shopping Channel,100,3021,12-02-04 0:00,Shipped,Vintage Cars,30,Madrid,Spain
"Oulu Toy Supplies, Inc.",57.32,1891.56,1/31/2005 0:00,Shipped,Vintage Cars,33,Oulu,Finland
Corporate Gift Ideas Co.,97.87,4208.41,2/23/2005 0:00,Shipped,Vintage Cars,43,San Francisco,USA
Mini Gifts Distributors Ltd.,83.2,2246.4,3/23/2005 0:00,Shipped,Vintage Cars,27,San Rafael,USA
Gifts4AllAges.com,100,6107.4,05-06-05 0:00,On Hold,Vintage Cars,60,Boston,USA
"AV Stores, Co.",73.62,1987.74,3/18/2003 0:00,Shipped,Classic Cars,27,Manchester,UK
Signal Gift Stores,83.04,4068.96,5/21/2003 0:00,Shipped,Classic Cars,49,Las Vegas,USA
"Anna's Decorations, Ltd",73.62,2282.22,09-11-03 0:00,Shipped,Classic Cars,31,North Sydney,Australia
Heintze Collectables,77.05,1541,10/17/2003 0:00,Shipped,Classic Cars,20,Aaarhus,Denmark
Gift Depot Inc.,81.33,1951.92,11-05-03 0:00,Shipped,Classic Cars,24,Bridgewater,USA
Mini Gifts Distributors Ltd.,94.17,3107.61,11-12-03 0:00,Shipped,Classic Cars,33,San Rafael,USA
Online Diecast Creations Co.,72.77,2328.64,11/20/2003 0:00,Shipped,Classic Cars,32,Nashua,USA
Muscle Machine Inc,79.62,3184.8,12-02-03 0:00,Shipped,Classic Cars,40,NYC,USA
Euro Shopping Channel,79.62,2149.74,1/16/2004 0:00,Shipped,Classic Cars,27,Madrid,Spain
"Saveley & Henriot, Co.",79.62,3184.8,03-02-04 0:00,Shipped,Classic Cars,40,Lyon,France
Mini Caravy,81.33,2114.58,4/13/2004 0:00,Shipped,Classic Cars,26,Strasbourg,France
Muscle Machine Inc,96.74,4256.56,07-07-04 0:00,Shipped,Classic Cars,44,NYC,USA
Euro Shopping Channel,71.06,2344.98,08-09-04 0:00,Shipped,Classic Cars,33,Madrid,Spain
Handji Gifts& Co,68.49,2328.66,09-01-04 0:00,Shipped,Classic Cars,34,Singapore,Singapore
"UK Collectables, Ltd.",74.48,3575.04,10-06-03 0:00,Shipped,Classic Cars,48,Liverpool,UK
Euro Shopping Channel,83.04,2076,10/16/2004 0:00,Shipped,Classic Cars,25,Madrid,Spain
FunGiftIdeas.com,84.75,3305.25,11-04-04 0:00,Shipped,Classic Cars,39,New Bedford,USA
"AV Stores, Co.",34.19,1538.55,11/17/2004 0:00,Shipped,Classic Cars,45,Manchester,UK
Signal Gift Stores,100,3325.92,11/29/2004 0:00,Shipped,Classic Cars,24,Las Vegas,USA
Mini Gifts Distributors Ltd.,79.62,3662.52,1/19/2005 0:00,Shipped,Classic Cars,46,San Rafael,USA
Euro Shopping Channel,79.06,3478.64,2/16/2005 0:00,Shipped,Classic Cars,44,Madrid,Spain
The Sharp Gifts Warehouse,81.33,1057.29,4/22/2005 0:00,On Hold,Classic Cars,13,San Jose,USA
Souveniers And Things Co.,96.74,3385.9,5/29/2005 0:00,In Process,Classic Cars,35,Chatswood,Australia
Cruz & Sons Co.,63.07,1892.1,03-03-03 0:00,Shipped,Classic Cars,30,Makati City,Philippines
Marseille Mini Autos,50.21,1707.14,05-08-03 0:00,Shipped,Classic Cars,34,Marseille,France
Mini Gifts Distributors Ltd.,66.13,1785.51,07-02-03 0:00,Shipped,Classic Cars,27,San Rafael,USA
Collectables For Less Inc.,68.58,2057.4,09-05-03 0:00,Shipped,Classic Cars,30,Brickhaven,USA
Corporate Gift Ideas Co.,69.8,3490,10-10-03 0:00,Shipped,Classic Cars,50,San Francisco,USA
"Anna's Decorations, Ltd",50.21,1707.14,11-04-03 0:00,Shipped,Classic Cars,34,North Sydney,Australia
Herkku Gifts,65.52,1506.96,11-12-03 0:00,Shipped,Classic Cars,23,Bergen,Norway
"Toms Spezialitten, Ltd",60.01,2880.48,11/20/2003 0:00,Shipped,Classic Cars,48,Koln,Germany
Euro Shopping Channel,64.9,2206.6,12-02-03 0:00,Shipped,Classic Cars,34,Madrid,Spain
Auto Canal Petit,48.98,2351.04,1/15/2004 0:00,Shipped,Classic Cars,48,Paris,France
"Vida Sport, Ltd",50.21,1205.04,2/22/2004 0:00,Shipped,Classic Cars,24,Gensve,Switzerland
Danish Wholesale Imports,62.45,2935.15,04-09-04 0:00,Shipped,Classic Cars,47,Kobenhavn,Denmark
"UK Collectables, Ltd.",52.66,1263.84,06-01-04 0:00,Cancelled,Classic Cars,24,Liverpool,UK
L'ordine Souveniers,62.45,2935.15,07-06-04 0:00,Shipped,Classic Cars,47,Reggio Emilia,Italy
Online Mini Collectables,61.23,1224.6,08-02-04 0:00,Shipped,Classic Cars,20,Brickhaven,USA
"Vida Sport, Ltd",67.97,1359.4,8/30/2004 0:00,Shipped,Classic Cars,20,Gensve,Switzerland
"Blauer See Auto, Co.",58.78,1822.18,10-04-03 0:00,Shipped,Classic Cars,31,Frankfurt,Germany
"Toms Spezialitten, Ltd",56.94,2163.72,10/16/2004 0:00,Shipped,Classic Cars,38,Koln,Germany
"Volvo Model Replicas, Co",61.23,1591.98,11-03-04 0:00,Shipped,Classic Cars,26,Lule,Sweden
Motor Mint Distributors Inc.,100,3078.5,11/17/2004 0:00,Shipped,Classic Cars,25,Philadelphia,USA
"Australian Collectors, Co.",62.45,2997.6,11/24/2004 0:00,Shipped,Classic Cars,48,Melbourne,Australia
Euro Shopping Channel,62.45,2747.8,12-07-04 0:00,Shipped,Classic Cars,44,Madrid,Spain
Suominen Souveniers,100,2447.76,01-06-05 0:00,Shipped,Classic Cars,21,Espoo,Finland
Euro Shopping Channel,41.54,1910.84,02-10-05 0:00,Shipped,Classic Cars,46,Madrid,Spain
Mini Gifts Distributors Ltd.,52.84,2430.64,03-04-05 0:00,Shipped,Classic Cars,46,San Rafael,USA
Salzburg Collectables,52.66,2896.3,5/17/2005 0:00,Shipped,Classic Cars,55,Salzburg,Austria
Rovelli Gifts,52.6,1630.6,2/17/2003 0:00,Shipped,Vintage Cars,31,Bergamo,Italy
Salzburg Collectables,72.98,1459.6,4/28/2003 0:00,Shipped,Vintage Cars,20,Salzburg,Austria
Gift Ideas Corp.,59.18,1716.22,6/16/2003 0:00,Shipped,Vintage Cars,29,Glendale,USA
Mini Creations Ltd.,77.59,2560.47,08-10-03 0:00,Shipped,Vintage Cars,33,New Bedford,USA
"Toys of Finland, Co.",55.89,1900.26,10-06-03 0:00,Shipped,Vintage Cars,34,Helsinki,Finland
Scandinavian Gift Ideas,63.12,2019.84,10/23/2003 0:00,Cancelled,Vintage Cars,32,Boras,Sweden
Alpha Cognac,73.64,1988.28,11-08-03 0:00,Shipped,Vintage Cars,27,Toulouse,France
"Double Decker Gift Stores, Ltd",69.04,1449.84,11/14/2003 0:00,Shipped,Vintage Cars,21,London,UK
Cruz & Sons Co.,71.67,1935.09,11/27/2003 0:00,Shipped,Vintage Cars,27,Makati City,Philippines
"Men 'R' US Retailers, Ltd.",77.59,2793.24,01-09-04 0:00,Shipped,Vintage Cars,36,Los Angeles,USA
Collectable Mini Designs Co.,70.35,3025.05,2/19/2004 0:00,Shipped,Vintage Cars,43,San Diego,USA
Cambridge Collectables Co.,69.7,1742.5,05-08-04 0:00,Shipped,Vintage Cars,25,Cambridge,USA
Euro Shopping Channel,70.35,3236.1,6/24/2004 0:00,Cancelled,Vintage Cars,46,Madrid,Spain
Collectables For Less Inc.,72.33,1735.92,7/21/2004 0:00,Shipped,Vintage Cars,24,Brickhaven,USA
"Norway Gifts By Mail, Co.",71.67,2795.13,8/21/2004 0:00,Shipped,Vintage Cars,39,Oslo,Norway
"Bavarian Collectables Imports, Co.",53.92,1671.52,9/15/2004 0:00,Shipped,Vintage Cars,31,Munich,Germany
"Classic Gift Ideas, Inc",71.67,1576.74,10/14/2004 0:00,Shipped,Vintage Cars,22,Philadelphia,USA
giftsbymail.co.uk,76.93,3615.71,11-01-04 0:00,Shipped,Vintage Cars,47,Cowes,UK
Rovelli Gifts,72.98,1459.6,11-12-04 0:00,Shipped,Vintage Cars,20,Bergamo,Italy
"Tokyo Collectables, Ltd",99.69,2891.01,11/23/2004 0:00,Shipped,Vintage Cars,29,Minato-ku,Japan
"Stylish Desk Decors, Co.",68.38,2598.44,12-03-04 0:00,Shipped,Vintage Cars,38,London,UK
Souveniers And Things Co.,100,3871.92,12/17/2004 0:00,Shipped,Vintage Cars,34,Chatswood,Australia
"Oulu Toy Supplies, Inc.",66,3036,1/31/2005 0:00,Shipped,Vintage Cars,46,Oulu,Finland
Euro Shopping Channel,63.76,2231.6,03-01-05 0:00,Resolved,Vintage Cars,35,Madrid,Spain
Reims Collectables,71.67,2436.78,3/30/2005 0:00,Shipped,Vintage Cars,34,Reims,France
The Sharp Gifts Warehouse,57.2,2173.6,04-01-05 0:00,Shipped,Vintage Cars,38,San Jose,USA
"Australian Collectables, Ltd",69.7,1254.6,05-09-05 0:00,Disputed,Vintage Cars,18,Glen Waverly,Australia
"AV Stores, Co.",100,3724.42,3/18/2003 0:00,Shipped,Classic Cars,37,Manchester,UK
Signal Gift Stores,100,5203,5/21/2003 0:00,Shipped,Classic Cars,43,Las Vegas,USA
"Anna's Decorations, Ltd",100,3469.5,09-11-03 0:00,Shipped,Classic Cars,27,North Sydney,Australia
Heintze Collectables,100,3148.2,10/17/2003 0:00,Shipped,Classic Cars,30,Aaarhus,Denmark
Gift Depot Inc.,98.51,2167.22,11-05-03 0:00,Shipped,Classic Cars,22,Bridgewater,USA
Mini Gifts Distributors Ltd.,100,6244.07,11-12-03 0:00,Shipped,Classic Cars,49,San Rafael,USA
Online Diecast Creations Co.,100,5566,11/20/2003 0:00,Shipped,Classic Cars,46,Nashua,USA
Muscle Machine Inc,91.02,4368.96,12-02-03 0:00,Shipped,Classic Cars,48,NYC,USA
Euro Shopping Channel,87.81,4039.26,1/16/2004 0:00,Shipped,Classic Cars,46,Madrid,Spain
Collectable Mini Designs Co.,92.09,4420.32,2/26/2004 0:00,Shipped,Classic Cars,48,San Diego,USA
Mini Caravy,86.73,2341.71,4/13/2004 0:00,Shipped,Classic Cars,27,Strasbourg,France
Muscle Machine Inc,100,5110.98,07-07-04 0:00,Shipped,Classic Cars,43,NYC,USA
Euro Shopping Channel,100,6168,08-09-04 0:00,Shipped,Classic Cars,48,Madrid,Spain
Handji Gifts& Co,100,4873.26,09-01-04 0:00,Shipped,Classic Cars,41,Singapore,Singapore
"Norway Gifts By Mail, Co.",96.37,2120.14,10-05-03 0:00,Shipped,Classic Cars,22,Oslo,Norway
Euro Shopping Channel,92.09,4236.14,10/16/2004 0:00,Shipped,Classic Cars,46,Madrid,Spain
FunGiftIdeas.com,89.95,1888.95,11-04-04 0:00,Shipped,Classic Cars,21,New Bedford,USA
"AV Stores, Co.",37.18,1152.58,11/17/2004 0:00,Shipped,Classic Cars,31,Manchester,UK
Signal Gift Stores,95.88,2492.88,11/29/2004 0:00,Shipped,Classic Cars,26,Las Vegas,USA
Mini Gifts Distributors Ltd.,99.58,1991.6,1/19/2005 0:00,Shipped,Classic Cars,20,San Rafael,USA
Euro Shopping Channel,100,3953.18,2/16/2005 0:00,Shipped,Classic Cars,34,Madrid,Spain
The Sharp Gifts Warehouse,86.73,3729.39,4/22/2005 0:00,On Hold,Classic Cars,43,San Jose,USA
Souveniers And Things Co.,100,2617.16,5/29/2005 0:00,In Process,Classic Cars,26,Chatswood,Australia
Danish Wholesale Imports,79.67,3983.5,02-11-03 0:00,Shipped,Vintage Cars,50,Kobenhavn,Denmark
Salzburg Collectables,90.57,3169.95,4/28/2003 0:00,Shipped,Vintage Cars,35,Salzburg,Austria
"Stylish Desk Decors, Co.",77.99,3899.5,06-12-03 0:00,Shipped,Vintage Cars,50,London,UK
Mini Creations Ltd.,80.51,1851.73,08-10-03 0:00,Shipped,Vintage Cars,23,New Bedford,USA
"Toys of Finland, Co.",67.93,2513.41,10-06-03 0:00,Shipped,Vintage Cars,37,Helsinki,Finland
Scandinavian Gift Ideas,83.86,2431.94,10/23/2003 0:00,Cancelled,Vintage Cars,29,Boras,Sweden
Alpha Cognac,72.12,1514.52,11-08-03 0:00,Shipped,Vintage Cars,21,Toulouse,France
"Double Decker Gift Stores, Ltd",85.54,3079.44,11/14/2003 0:00,Shipped,Vintage Cars,36,London,UK
